iterations,fitness,time,fevals
0,24.0,0.089457266,1000
10,32.0,0.171503609,2100
20,33.0,0.252703513,3200
30,38.0,0.328024605,4300
40,38.0,0.393632159,5400
50,40.0,0.459602973,6500
60,40.0,0.530439186,7600
70,42.0,0.596748519,8700
80,41.0,0.660435946,9800
90,41.0,0.72693488,10900
100,41.0,0.7954936,12000
110,43.0,0.867048047,13100
120,44.0,0.93158016,14200
130,44.0,0.990361459,15300
140,44.0,1.053013758,16400
150,43.0,1.11617116,17500
160,47.0,1.183945301,18600
170,44.0,1.244116319,19700
180,47.0,1.310714049,20800
190,46.0,1.372960095,21900
200,49.0,1.436873834,23000
210,54.0,1.492750049,24100
220,55.0,1.554480778,25200
230,70.0,1.619201295,26300
240,57.0,1.68141671,27400
250,58.0,1.73856644,28500
260,70.0,1.799423358,29600
270,52.0,1.862624051,30700
280,56.0,1.925205105,31800
290,56.0,1.979794379,32900
300,57.0,2.038709253,34000
310,54.0,2.101227784,35100
320,55.0,2.162454597,36200
330,56.0,2.222787163,37300
340,56.0,2.283320306,38400
350,55.0,2.346932552,39500
360,53.0,2.407232863,40600
370,57.0,2.461973371,41700
380,59.0,2.523126033,42800
390,57.0,2.586554284,43900
400,57.0,2.649919515,45000
410,57.0,2.716032909,46100
420,57.0,2.777266212,47200
430,53.0,2.840055979,48300
440,55.0,2.901983042,49400
450,57.0,2.960310981,50500
460,58.0,3.017262595,51600
470,57.0,3.080452386,52700
480,55.0,3.141849947,53800
490,53.0,3.198645177,54900
500,57.0,3.254971667,56000
510,53.0,3.318268042,57100
520,55.0,3.379168346,58200
530,57.0,3.431333566,59300
540,54.0,3.48644119,60400
550,55.0,3.556163833,61500
560,56.0,3.615799046,62600
570,56.0,3.669183752,63700
580,56.0,3.725727217,64800
590,59.0,3.790802297,65900
600,56.0,3.853493513,67000
610,56.0,3.912991733,68100
620,56.0,3.967643957,69200
630,56.0,4.031952714,70300
640,55.0,4.090140364,71400
650,55.0,4.144598704,72500
660,54.0,4.204226151,73600
670,56.0,4.264098611,74700
680,55.0,4.3237487,75800
690,56.0,4.375849334,76900
700,56.0,4.433815688,78000
710,56.0,4.49695167,79100
720,57.0,4.558861482,80200
730,56.0,4.616336547,81300
740,56.0,4.672767907,82400
750,56.0,4.734203823,83500
760,56.0,4.797256856,84600
770,56.0,4.863032999,85700
780,55.0,4.925342231,86800
790,55.0,4.989442676,87900
800,58.0,5.053096138,89000
810,56.0,5.107265229,90100
820,54.0,5.167896068,91200
830,55.0,5.234140715,92300
840,56.0,5.296818865,93400
850,56.0,5.349427192,94500
860,57.0,5.414191919,95600
870,54.0,5.472546094,96700
880,55.0,5.535514334,97800
890,54.0,5.591342118,98900
900,56.0,5.666914872,100000
910,55.0,5.750872517,101100
920,55.0,5.814286963,102200
930,55.0,5.868450222,103300
940,54.0,5.923400282,104400
950,56.0,5.981156934,105500
960,57.0,6.043332906,106600
970,55.0,6.101598398,107700
980,55.0,6.161562386,108800
990,55.0,6.22711182,109900
1000,56.0,6.293307448,111000
