iterations,fitness,time,fevals
0,14.0,1.5561e-05,11
10,14.0,3.1419e-05,21
20,14.0,5.4432e-05,31
30,14.0,7.4966e-05,41
40,15.0,0.000128852,51
50,16.0,0.000151869,61
60,16.0,0.000162197,71
70,16.0,0.00017138,81
80,17.0,0.000181658,91
90,17.0,0.000191441,101
100,20.0,0.000201191,111
110,20.0,0.000210141,121
120,22.0,0.000232912,131
130,22.0,0.000244375,141
140,23.0,0.000257382,151
150,29.0,0.000269228,161
160,29.0,0.000281783,171
170,29.0,0.00029529,181
180,31.0,0.000306386,191
190,31.0,0.00031733,201
200,31.0,0.00032807,211
210,31.0,0.000338568,221
220,31.0,0.0003484,231
230,34.0,0.000361207,241
240,34.0,0.000373328,251
250,34.0,0.000383586,261
260,34.0,0.000394029,271
270,34.0,0.000404301,281
280,34.0,0.000429584,291
290,34.0,0.000440025,301
300,34.0,0.000449942,311
310,34.0,0.000459235,321
320,34.0,0.000469345,331
330,34.0,0.000479796,341
340,34.0,0.000492603,351
350,34.0,0.000502553,361
360,34.0,0.000512158,371
370,34.0,0.000528209,381
380,34.0,0.000544734,391
390,35.0,0.000556439,401
400,35.0,0.000567007,411
410,35.0,0.000578782,421
420,35.0,0.000588293,431
430,35.0,0.000597671,441
440,35.0,0.00060772,451
450,35.0,0.000620345,461
460,35.0,0.000633559,471
470,35.0,0.000643492,481
480,37.0,0.000653549,491
490,38.0,0.000675195,501
500,39.0,0.000686732,511
510,39.0,0.000696823,521
520,40.0,0.00070653,531
530,40.0,0.000716015,541
540,40.0,0.000725011,551
550,40.0,0.000739697,561
560,44.0,0.000750892,571
570,44.0,0.000760998,581
580,44.0,0.000771135,591
590,44.0,0.000784216,601
600,44.0,0.000797332,611
610,45.0,0.000818132,621
620,45.0,0.000847804,631
630,45.0,0.000859336,641
640,45.0,0.000874956,651
650,45.0,0.000889751,661
660,45.0,0.00090475,671
670,45.0,0.000919672,681
680,45.0,0.000935242,691
690,45.0,0.000948508,701
700,45.0,0.000959121,711
710,45.0,0.00096951,721
720,45.0,0.000984892,731
730,45.0,0.000998349,741
740,45.0,0.001011197,751
750,45.0,0.001024003,761
760,47.0,0.001039063,771
770,47.0,0.001051643,781
780,47.0,0.001070816,791
790,48.0,0.001082931,801
800,48.0,0.001093266,811
810,48.0,0.00110411,821
820,48.0,0.001131227,831
830,48.0,0.001145786,841
840,48.0,0.001158564,851
850,48.0,0.001171259,861
860,56.0,0.001183203,871
870,56.0,0.001195521,881
880,57.0,0.001207725,891
890,58.0,0.001246389,901
900,58.0,0.001258428,911
910,58.0,0.00127037,921
920,58.0,0.001281789,931
930,58.0,0.00129663,941
940,58.0,0.001307327,951
950,58.0,0.001316421,961
960,58.0,0.001338434,971
970,58.0,0.001349808,981
980,58.0,0.001369006,991
990,60.0,0.001379668,1001
1000,60.0,0.001406271,1011
