iterations,fitness,time,fevals
0,13.0,4.6284e-05,11
10,13.0,6.8177e-05,21
20,14.0,9.1017e-05,31
30,16.0,0.000108777,41
40,17.0,0.000135397,51
50,17.0,0.000169712,61
60,17.0,0.00019351,71
70,17.0,0.000219204,81
80,17.0,0.000247778,91
90,18.0,0.000271938,101
100,20.0,0.000288339,111
110,21.0,0.000310401,121
120,21.0,0.000346021,131
130,21.0,0.000376271,141
140,22.0,0.000402808,151
150,22.0,0.000427568,161
160,23.0,0.000464722,171
170,23.0,0.000492493,181
180,23.0,0.000518175,191
190,23.0,0.000541665,201
200,23.0,0.000566343,211
210,23.0,0.000591479,221
220,24.0,0.00061629,231
230,24.0,0.000641718,241
240,24.0,0.000666123,251
250,26.0,0.000701727,261
260,27.0,0.000726932,271
270,27.0,0.000764101,281
280,27.0,0.000776674,291
290,27.0,0.000800869,301
300,27.0,0.000817564,311
310,27.0,0.000830497,321
320,29.0,0.000844353,331
330,29.0,0.000858777,341
340,29.0,0.000872676,351
350,29.0,0.000886751,361
360,29.0,0.000900308,371
370,29.0,0.000914237,381
380,29.0,0.000927872,391
390,29.0,0.000942827,401
400,29.0,0.000962623,411
410,29.0,0.000985117,421
420,29.0,0.001007685,431
430,29.0,0.001029741,441
440,29.0,0.001052519,451
450,29.0,0.00109533,461
460,29.0,0.00111865,471
470,29.0,0.00114732,481
480,29.0,0.001169504,491
490,29.0,0.001190535,501
500,29.0,0.001213067,511
510,29.0,0.001233301,521
520,29.0,0.001251935,531
530,31.0,0.001271062,541
540,31.0,0.001291218,551
550,32.0,0.001311493,561
560,32.0,0.001331794,571
570,32.0,0.001354461,581
580,32.0,0.001376557,591
590,32.0,0.001396347,601
600,33.0,0.001415718,611
610,33.0,0.001437185,621
620,33.0,0.001457902,631
630,33.0,0.001477767,641
640,33.0,0.001498157,651
650,33.0,0.001518665,661
660,33.0,0.0015384,671
670,33.0,0.001557831,681
680,33.0,0.001577837,691
690,33.0,0.001598072,701
700,33.0,0.001622183,711
710,33.0,0.00165119,721
720,33.0,0.001673821,731
730,33.0,0.001698385,741
740,33.0,0.001721852,751
750,33.0,0.001746047,761
760,34.0,0.001771758,771
770,34.0,0.001797738,781
780,35.0,0.001821114,791
790,35.0,0.001850905,801
800,35.0,0.001875232,811
810,35.0,0.001900692,821
820,35.0,0.001924746,831
830,35.0,0.00195191,841
840,35.0,0.001975459,851
850,35.0,0.001997561,861
860,35.0,0.002021309,871
870,35.0,0.002048946,881
880,35.0,0.00207458,891
890,35.0,0.002098633,901
900,35.0,0.002233744,911
910,36.0,0.002260924,921
920,36.0,0.002286297,931
930,36.0,0.002318228,941
940,36.0,0.002344946,951
950,36.0,0.002370726,961
960,36.0,0.002395177,971
970,36.0,0.002422822,981
980,36.0,0.002450202,991
990,36.0,0.00247454,1001
1000,38.0,0.002499925,1011
