iterations,fitness,time,fevals
0,15.0,0.000303224,11
10,17.0,0.000481449,21
20,18.0,0.000634439,31
30,18.0,0.000773754,41
40,18.0,0.000913061,51
50,18.0,0.001067978,61
60,18.0,0.001231571,71
70,18.0,0.001379486,81
80,18.0,0.001565463,91
90,18.0,0.001750746,101
100,18.0,0.001849873,111
110,18.0,0.001930602,121
120,18.0,0.00207425,131
130,20.0,0.002151625,141
140,20.0,0.002236371,151
150,21.0,0.002696484,161
160,21.0,0.002822102,171
170,21.0,0.002919115,181
180,21.0,0.002972189,191
190,21.0,0.003021831,201
200,21.0,0.003077825,211
210,21.0,0.003167956,221
220,21.0,0.003225981,231
230,21.0,0.003281266,241
240,21.0,0.003335967,251
250,21.0,0.003390219,261
260,22.0,0.003442842,271
270,22.0,0.003504594,281
280,22.0,0.00357446,291
290,22.0,0.003669852,301
300,22.0,0.003758673,311
310,22.0,0.003923208,321
320,22.0,0.004021003,331
330,22.0,0.004114527,341
340,22.0,0.004211193,351
350,23.0,0.00430279,361
360,23.0,0.004388561,371
370,23.0,0.004475751,381
380,23.0,0.004563746,391
390,26.0,0.004703262,401
400,26.0,0.004798342,411
410,28.0,0.004883216,421
420,28.0,0.004969417,431
430,28.0,0.005092531,441
440,28.0,0.005209175,451
450,28.0,0.005271376,461
460,28.0,0.005309331,471
470,29.0,0.005343579,481
480,29.0,0.005375106,491
490,29.0,0.005409384,501
500,29.0,0.005442736,511
510,29.0,0.005543046,521
520,29.0,0.005575458,531
530,29.0,0.005615595,541
540,29.0,0.005658759,551
550,29.0,0.005735328,561
560,29.0,0.005788418,571
570,29.0,0.005839581,581
580,30.0,0.005885996,591
590,30.0,0.005928605,601
600,30.0,0.005975055,611
610,30.0,0.006018474,621
620,30.0,0.00605763,631
630,31.0,0.006100873,641
640,32.0,0.006184293,651
650,33.0,0.006238673,661
660,33.0,0.006312159,671
670,33.0,0.006351049,681
680,33.0,0.006393035,691
690,33.0,0.006434854,701
700,33.0,0.006476195,711
710,33.0,0.006525203,721
720,33.0,0.006553434,731
730,33.0,0.006580398,741
740,33.0,0.006612315,751
750,33.0,0.006636861,761
760,33.0,0.006656606,771
770,33.0,0.006676572,781
780,33.0,0.006712568,791
790,33.0,0.006762433,801
800,33.0,0.006783265,811
810,33.0,0.006801883,821
820,33.0,0.006834259,831
830,33.0,0.0068704,841
840,33.0,0.006907248,851
850,33.0,0.00693459,861
860,33.0,0.006953945,871
870,33.0,0.007022644,881
880,33.0,0.007045749,891
890,33.0,0.007062599,901
900,33.0,0.007079413,911
910,33.0,0.007097435,921
920,33.0,0.007115819,931
930,33.0,0.007137342,941
940,33.0,0.007157915,951
950,33.0,0.007181163,961
960,33.0,0.007199083,971
970,33.0,0.007216961,981
980,33.0,0.007250101,991
990,33.0,0.007267399,1001
1000,33.0,0.007284662,1011
