iterations,fitness,time,fevals
0,16.0,1.8245e-05,11
10,16.0,3.6274e-05,21
20,20.0,5.1813e-05,31
30,20.0,7.3627e-05,41
40,20.0,8.8824e-05,51
50,20.0,0.000100715,61
60,22.0,0.000113413,71
70,23.0,0.000143644,81
80,23.0,0.000155398,91
90,23.0,0.000167275,101
100,23.0,0.000178856,111
110,23.0,0.000200949,121
120,23.0,0.000221983,131
130,23.0,0.000242046,141
140,24.0,0.000260386,151
150,24.0,0.000278696,161
160,24.0,0.000298953,171
170,24.0,0.000316886,181
180,25.0,0.00033473,191
190,25.0,0.000475425,201
200,25.0,0.000497919,211
210,25.0,0.000534395,221
220,27.0,0.000557763,231
230,27.0,0.000578043,241
240,29.0,0.000597166,251
250,29.0,0.000619462,261
260,30.0,0.000639799,271
270,30.0,0.000661721,281
280,30.0,0.000681137,291
290,30.0,0.000700803,301
300,31.0,0.000714455,311
310,31.0,0.000729302,321
320,31.0,0.000742178,331
330,31.0,0.000757897,341
340,31.0,0.000773258,351
350,32.0,0.000787671,361
360,34.0,0.000802921,371
370,34.0,0.0008204,381
380,34.0,0.000835634,391
390,34.0,0.000856447,401
400,35.0,0.000876747,411
410,36.0,0.000896918,421
420,36.0,0.000915982,431
430,36.0,0.000942612,441
440,36.0,0.000967024,451
450,36.0,0.000987244,461
460,36.0,0.001008822,471
470,36.0,0.001037829,481
480,36.0,0.001064248,491
490,36.0,0.001085448,501
500,38.0,0.001115561,511
510,38.0,0.001139544,521
520,38.0,0.001162368,531
530,39.0,0.001189087,541
540,39.0,0.001218782,551
550,39.0,0.001240142,561
560,39.0,0.001261014,571
570,39.0,0.001280919,581
580,39.0,0.001311593,591
590,39.0,0.001332974,601
600,40.0,0.001352448,611
610,40.0,0.001376885,621
620,40.0,0.001503781,631
630,40.0,0.001525772,641
640,40.0,0.001544185,651
650,43.0,0.001564817,661
660,43.0,0.001605982,671
670,44.0,0.001634024,681
680,44.0,0.001672859,691
690,44.0,0.001687878,701
700,44.0,0.001702306,711
710,44.0,0.001716146,721
720,44.0,0.001729757,731
730,44.0,0.001741067,741
740,44.0,0.001755749,751
750,44.0,0.001769737,761
760,44.0,0.001783486,771
770,44.0,0.001796557,781
780,44.0,0.001811239,791
790,44.0,0.001821986,801
800,44.0,0.001832466,811
810,44.0,0.00184197,821
820,44.0,0.001876383,831
830,44.0,0.001900653,841
840,44.0,0.001912856,851
850,44.0,0.001932115,861
860,44.0,0.001945718,871
870,44.0,0.001956914,881
880,44.0,0.001967332,891
890,44.0,0.001981869,901
900,44.0,0.00199669,911
910,44.0,0.002010451,921
920,46.0,0.002024501,931
930,46.0,0.002039558,941
940,46.0,0.002066046,951
950,47.0,0.002085307,961
960,47.0,0.002103052,971
970,49.0,0.002117062,981
980,49.0,0.002130573,991
990,49.0,0.002148852,1001
1000,49.0,0.002159965,1011
