iterations,fitness,time,fevals
0,9.0,0.082395838
10,7.0,0.086624014
20,12.0,0.078831783
30,8.0,0.076314129
40,10.0,0.070212798
50,10.0,0.068288964
60,10.0,0.06750158
70,7.0,0.076634752
80,5.0,0.066514611
90,6.0,0.067462866
100,5.0,0.072922604
110,9.0,0.072194762
120,6.0,0.068206546
130,8.0,0.071004688
140,6.0,0.073239133
150,6.0,0.069181087
160,6.0,0.068989723
170,6.0,0.069580185
180,10.0,0.065266521
190,6.0,0.077032296
200,17.0,0.072044014
210,10.0,0.0725189
220,6.0,0.078069978
230,6.0,0.076495782
240,10.0,0.07606656
250,10.0,0.078402017
260,10.0,0.071689772
270,11.0,0.0829534
280,7.0,0.076036384
290,7.0,0.065692754
300,10.0,0.07268905
310,6.0,0.078581009
320,8.0,0.069366152
330,9.0,0.072027379
340,10.0,0.076798998
350,12.0,0.067086598
360,11.0,0.064884395
370,12.0,0.076871692
380,12.0,0.071189776
390,15.0,0.075285743
400,14.0,0.070534
410,14.0,0.070767601
420,14.0,0.073311132
430,15.0,0.07528405
440,10.0,0.070863113
450,13.0,0.069893245
460,16.0,0.071275905
470,13.0,0.066581072
480,13.0,0.06554244
490,13.0,0.071175223
500,13.0,0.068852537
510,12.0,0.074562366
520,14.0,0.074152392
530,16.0,0.071135103
540,14.0,0.075287981
550,14.0,0.075618321
560,19.0,0.065518345
570,17.0,0.068500044
580,17.0,0.070945098
590,14.0,0.070716859
600,15.0,0.061706012
610,14.0,0.070530533
620,15.0,0.06686891
630,13.0,0.063670325
640,15.0,0.066190765
650,13.0,0.060333166
660,13.0,0.065212309
670,13.0,0.062460528
680,14.0,0.069568963
690,14.0,0.068545694
700,14.0,0.073904916
710,15.0,0.076593309
720,15.0,0.06816254
730,15.0,0.073050764
740,15.0,0.071449734
750,15.0,0.067090725
760,16.0,0.074647355
770,18.0,0.068315566
780,18.0,0.064948466
790,19.0,0.068207313
800,19.0,0.072720364
810,19.0,0.064086323
820,19.0,0.064404442
830,25.0,0.062567637
840,20.0,0.070527554
850,21.0,0.067957967
860,19.0,0.064604157
870,26.0,0.064768849
880,22.0,0.074842121
890,20.0,0.068237225
900,25.0,0.069865299
910,24.0,0.067792892
920,21.0,0.067666651
930,25.0,0.070735567
940,26.0,0.071532864
950,25.0,0.062972176
960,25.0,0.066166218
970,25.0,0.071005424
980,27.0,0.06499418
990,26.0,0.069606189
1000,25.0,0.069585724
