iterations,fitness,time,fevals
0,3.0,1.9246e-05
10,3.0,1.6056e-05
20,3.0,1.9055e-05
30,3.0,1.406e-05
40,3.0,1.0829e-05
50,3.0,1.3236e-05
60,5.0,1.2361e-05
70,5.0,1.4162e-05
80,5.0,1.4025e-05
90,5.0,1.3986e-05
100,5.0,1.443e-05
110,5.0,1.9036e-05
120,5.0,1.202e-05
130,5.0,1.1475e-05
140,5.0,2.9722e-05
150,5.0,1.1914e-05
160,5.0,1.1361e-05
170,6.0,1.1086e-05
180,6.0,1.2723e-05
190,6.0,1.0454e-05
200,6.0,1.0345e-05
210,6.0,1.1153e-05
220,6.0,0.000215745
230,6.0,1.3837e-05
240,6.0,1.0607e-05
250,6.0,1.0049e-05
260,6.0,1.6443e-05
270,6.0,1.2703e-05
280,6.0,1.2001e-05
290,6.0,1.6744e-05
300,6.0,1.1023e-05
310,6.0,1.0412e-05
320,6.0,1.0493e-05
330,6.0,9.699e-06
340,6.0,1.0104e-05
350,6.0,9.44899999999e-06
360,6.0,9.491e-06
370,6.0,9.57100000001e-06
380,6.0,1.076e-05
390,6.0,1.0368e-05
400,6.0,1.765e-05
410,6.0,1.6598e-05
420,6.0,1.7598e-05
430,6.0,4.9408e-05
440,6.0,1.5629e-05
450,6.0,8.864e-06
460,6.0,1.2183e-05
470,6.0,1.3723e-05
480,6.0,1.1117e-05
490,6.0,9.98699999999e-06
500,9.0,2.6177e-05
510,9.0,1.9351e-05
520,9.0,8.75700000003e-06
530,9.0,7.548e-06
540,9.0,9.288e-06
550,9.0,9.99400000001e-06
560,9.0,8.071e-06
570,9.0,8.02e-06
580,9.0,2.2819e-05
590,9.0,7.746e-06
600,9.0,9.13800000002e-06
610,9.0,1.2248e-05
620,9.0,1.1065e-05
630,9.0,1.0905e-05
640,9.0,1.2423e-05
650,10.0,1.0032e-05
660,10.0,1.2222e-05
670,10.0,9.808e-06
680,10.0,9.99699999998e-06
690,10.0,1.1415e-05
700,10.0,9.83299999999e-06
710,10.0,1.1997e-05
720,10.0,2.4897e-05
730,10.0,2.4082e-05
740,10.0,1.7406e-05
750,10.0,1.2021e-05
760,10.0,1.2176e-05
770,10.0,1.3989e-05
780,10.0,1.9864e-05
790,10.0,1.8381e-05
800,10.0,9.48200000001e-06
810,10.0,2.2967e-05
820,10.0,2.2945e-05
830,10.0,1.0919e-05
840,10.0,8.75e-06
850,10.0,8.117e-06
860,10.0,9.82999999999e-06
870,10.0,9.39e-06
880,10.0,9.78000000001e-06
890,10.0,9.653e-06
900,10.0,9.338e-06
910,10.0,7.93500000001e-06
920,10.0,7.866e-06
930,10.0,9.751e-06
940,10.0,9.19600000002e-06
950,10.0,1.1815e-05
960,10.0,2.8734e-05
970,10.0,1.1694e-05
980,10.0,1.2234e-05
990,10.0,1.9719e-05
1000,10.0,8.72200000002e-06
