iterations,fitness,time,fevals
0,6.0,0.000230431
10,6.0,0.000225011
20,6.0,0.000282539
30,6.0,0.000219617
40,6.0,0.000218554
50,7.0,0.000214344
60,7.0,0.000216047
70,7.0,0.000214163
80,7.0,0.000214077
90,7.0,0.000230991
100,7.0,0.000224756
110,9.0,0.000214894
120,9.0,0.000212924
130,9.0,0.000216892
140,9.0,0.000252687
150,9.0,0.000219179
160,10.0,0.000215629
170,10.0,0.000217818
180,10.0,0.000226312
190,10.0,0.000217773
200,10.0,0.000213865
210,10.0,0.000216811
220,10.0,0.000214644
230,10.0,0.000222454
240,10.0,0.000215481
250,10.0,0.000212627
260,10.0,0.000214601
270,10.0,0.000218403
280,10.0,0.000214315
290,10.0,0.000215681
300,11.0,0.000230396
310,11.0,0.000300307
320,11.0,0.000239764
330,11.0,0.000224388
340,13.0,0.000229685
350,11.0,0.000224653
360,11.0,0.000230042
370,11.0,0.000305412
380,11.0,0.000310459
390,11.0,0.000304545
400,13.0,0.000304317
410,13.0,0.000290694
420,13.0,0.000301895
430,13.0,0.000304165
440,13.0,0.000305652
450,13.0,0.000295794
460,13.0,0.000296447
470,18.0,0.00029846
480,18.0,0.000232504
490,18.0,0.000244208
500,18.0,0.000244749
510,18.0,0.00023235
520,20.0,0.000311022
530,20.0,0.00034061
540,20.0,0.000247704
550,18.0,0.000250957
560,20.0,0.000351842
570,20.0,0.000569132
580,20.0,0.000495084
590,20.0,0.000470015
600,20.0,0.000242219
610,20.0,0.000255645
620,20.0,0.000253919
630,20.0,0.000454207
640,21.0,0.000361428
650,21.0,0.000264735
660,21.0,0.000248872
670,21.0,0.0003168
680,21.0,0.000264934
690,21.0,0.000331669
700,21.0,0.000443286
710,21.0,0.000225385
720,21.0,0.000220273
730,21.0,0.000220102
740,21.0,0.00021719
750,21.0,0.000217292
760,22.0,0.000247275
770,22.0,0.000309361
780,22.0,0.000256905
790,22.0,0.000365917
800,22.0,0.00027049
810,22.0,0.000246037
820,22.0,0.000254181
830,22.0,0.000253514
840,22.0,0.000310165
850,22.0,0.000583607
860,23.0,0.000284439
870,22.0,0.000255954
880,22.0,0.000242297
890,22.0,0.000301906
900,22.0,0.00025538
910,23.0,0.000243798
920,23.0,0.000243769
930,23.0,0.000323786
940,23.0,0.000258105
950,23.0,0.000364939
960,24.0,0.000303164
970,24.0,0.000272357
980,24.0,0.000268752
990,23.0,0.000363177
1000,23.0,0.000352836
