sample,fitness,time
200,4.0,0.003694609
300,5.0,0.004498609
400,3.0,0.006639642
500,5.0,0.010415048
600,4.0,0.008582857
700,6.0,0.001100336
800,5.0,0.000988004
900,5.0,0.001058121
1000,0.0,0.001083725
1100,0.0,0.002043227
1200,2.0,0.00094448
1300,3.0,0.006281057
1400,1.0,0.008081117
1500,7.0,0.008003531
1600,1.0,0.009167759
1700,6.0,0.011544657
1800,2.0,0.001636823
1900,2.0,0.00141748
2000,4.0,0.001467487
