sample,fitness,time
0.002483728
110,0.0384450562452,0.001593849
120,0.0344066633278,0.00163307
130,0.0319182831322,0.001732224
140,0.0261576016347,0.002272667
150,0.0256267600633,0.002893002
160,0.0243705401348,0.003005049
170,0.0228583150551,0.002448361
180,0.0189036852571,0.003250216
190,0.0188364701417,0.00304532
200,0.0181308815724,0.002690982
