sample,fitness,time
0.017059582
110,0.035352161484,0.018075957
120,0.0347718013071,0.005138765
130,0.0292755933829,0.00439084
140,0.0276169524853,0.00275903
150,0.0267442451938,0.003819005
160,0.0213816294065,0.001196399
170,0.0224645580655,0.001614335
180,0.0199858315852,0.002681656
190,0.0181266131101,0.002089208
200,0.0181040458502,0.002457165
