sample,fitness,time
159.760753593
110,0.0188046241093,236.171646355
120,0.0162757374486,325.909334979
130,0.0159004535301,415.425295425
140,0.0151745828426,561.349842771
150,0.01385895636,728.499906949
160,0.0121295002541,902.481526046
170,0.0117598237974,1088.76457892
180,0.0108511023416,1341.75258392
190,0.0107206101492,1660.55465434
200,0.00969702891307,2032.964056
