iterations,fitness,time,fevals
0,0.0209016945552,1.597223515,1000
10,0.0199930377136,3.208174514,2100
20,0.0200317309431,4.781422236,3200
30,0.020787714516,6.383837598,4300
40,0.020908603744,7.966269239,5400
50,0.0199309124001,9.563093153,6500
60,0.0203567939663,11.144887478,7600
70,0.0201960600443,12.729953592,8700
80,0.020284584086,14.340612572,9800
90,0.0196362857811,16.02132591,10900
100,0.0207276358634,17.650233164,12000
110,0.0201968781052,19.257458233,13100
120,0.0193407401171,20.903780591,14200
130,0.0197329423209,22.505050382,15300
140,0.0206244607273,24.094616932,16400
150,0.0216814141706,25.673193574,17500
160,0.0207662851926,27.278617033,18600
170,0.0214933380917,28.873302498,19700
180,0.0202882289973,30.492982974,20800
190,0.0212718307263,32.174306119,21900
200,0.0199524625541,33.740758859,23000
210,0.0203162179648,35.323869872,24100
220,0.0204994515862,36.900142142,25200
230,0.0219003801677,38.488363452,26300
240,0.0209344802087,40.054640056,27400
250,0.0196876708564,41.656237773,28500
260,0.0199673645646,43.243509266,29600
270,0.0215760169335,44.81278391,30700
280,0.0222099661806,46.394232987,31800
290,0.0205040811347,47.975476971,32900
300,0.0199219002485,49.575087789,34000
310,0.0209767270059,51.155277397,35100
320,0.0210153770901,52.736110114,36200
330,0.0206335849948,54.304749975,37300
340,0.0197749287478,55.895138994,38400
350,0.0215319089118,57.483567543,39500
360,0.0218297929308,59.069889259,40600
370,0.0190120748517,60.705084976,41700
380,0.0204538092798,62.373890244,42800
390,0.020487598018,63.946712137,43900
400,0.0199202959726,65.54355514,45000
410,0.0198773514162,67.112977232,46100
420,0.0196684377331,68.699892874,47200
430,0.0192700508392,70.278549841,48300
440,0.0197449811186,71.843201776,49400
450,0.0218560817096,73.424751157,50500
460,0.0201334678348,75.011171839,51600
470,0.020768161753,76.604261563,52700
480,0.0218245018785,78.191439281,53800
490,0.0216266004019,79.765598091,54900
500,0.020533429949,81.351512538,56000
510,0.0199896153258,82.942301455,57100
520,0.0217426810415,84.510435763,58200
530,0.0200620836819,86.0921639,59300
540,0.0217764428303,87.669899402,60400
550,0.0208321475689,89.265329004,61500
560,0.0205901396579,90.840589063,62600
570,0.0201539168402,92.42594893,63700
580,0.0220614210462,93.979766572,64800
590,0.020463415285,95.553685717,65900
600,0.0203108122379,97.126672355,67000
610,0.0200249217092,98.721978775,68100
620,0.0206529523483,100.283046774,69200
630,0.0208415991014,101.841361713,70300
640,0.0207805828152,103.41163626,71400
650,0.0207294120725,104.989278288,72500
660,0.0202710997236,106.560268664,73600
670,0.0211987104123,108.160285076,74700
680,0.0203626439456,109.880668441,75800
690,0.0209277807283,111.543936572,76900
700,0.0201098842231,113.119579592,78000
710,0.0203152674163,114.69145555,79100
720,0.0208645136014,116.291863808,80200
730,0.0203117890408,117.859500665,81300
740,0.0199772887608,119.450336483,82400
750,0.0202124972758,121.031108682,83500
760,0.020317920858,122.620660769,84600
770,0.0197229839258,124.203057349,85700
780,0.0201593557493,125.766777005,86800
790,0.0199835638009,127.364224036,87900
800,0.0205241863791,128.930115274,89000
810,0.0212809334727,130.517178498,90100
820,0.0208280862897,132.07718773,91200
830,0.0210560998012,133.665894886,92300
840,0.0216068878043,135.234615312,93400
850,0.0212655385739,136.812780353,94500
860,0.0214438392299,138.50600348,95600
870,0.0202787034413,140.088634612,96700
880,0.0220740775688,141.651407551,97800
890,0.0204657946096,143.24037381,98900
900,0.0212113503787,144.822658115,100000
910,0.0206894239344,146.41498797,101100
920,0.0198556406848,148.064335267,102200
930,0.0204688512529,149.667359663,103300
940,0.0189043902794,151.217780088,104400
950,0.0203874759409,152.805527292,105500
960,0.0216873814385,154.386059741,106600
970,0.0203370773219,156.015255121,107700
980,0.0228801305377,157.574395312,108800
990,0.020039009641,159.29064888,109900
1000,0.0214599076476,160.894500989,111000
