iterations,fitness,time,fevals
0,0.0204865171357,2.47810003202e-05,11
10,0.0205872670782,5.40850005564e-05,21
20,0.0235557153135,7.46060004531e-05,31
30,0.0236840421109,9.55969999268e-05,41
40,0.0241723421959,0.000114879999273,51
50,0.0251746073348,0.00015367999913,61
60,0.0254903695137,0.000191642999198,71
70,0.0257671677562,0.000213563998841,81
80,0.0262267686326,0.000235496998357,91
90,0.0263255441638,0.000257470998804,101
100,0.0267389074422,0.000279515998955,111
110,0.0271202123088,0.000302175999423,121
120,0.0272159522524,0.000324348999129,131
130,0.0272551527166,0.000347015999068,141
140,0.0273463689638,0.000371231999452,151
150,0.0280773478573,0.000392976999137,161
160,0.0283861230102,0.00041569699988,171
170,0.0288881140762,0.000434755000242,181
180,0.0290217216347,0.000455295999927,191
190,0.0290217216347,0.00047792300029,201
200,0.0291514088874,0.000498069000969,211
210,0.0294821825015,0.000521340000887,221
220,0.0294821825015,0.000543791001292,231
230,0.0294821825015,0.000566753001294,241
240,0.0297195491608,0.000642721000986,251
250,0.030391707459,0.000663693001115,261
260,0.0307515277942,0.000686191000568,271
270,0.0309124762949,0.00070717700055,281
280,0.0309124762949,0.000731909000933,291
290,0.0309714835001,0.000755187001232,301
300,0.0312924343304,0.000778778001404,311
310,0.0318337393229,0.000801040001534,321
320,0.0321538564601,0.000829313001304,331
330,0.0323914476486,0.000852257001497,341
340,0.0329467249354,0.000873821001733,351
350,0.0330565166377,0.000896842001566,361
360,0.0332396876082,0.00091863200123,371
370,0.0332396876082,0.000941503000831,381
380,0.0332396876082,0.000981228001365,391
390,0.03385885775,0.00101157700101,401
400,0.03385885775,0.00104361200101,411
410,0.0342865203813,0.00107199100057,421
420,0.0348944733727,0.00110008600132,431
430,0.0348944733727,0.00112981900111,441
440,0.0348944733727,0.00115901000117,451
450,0.0349368497177,0.00118727900099,461
460,0.0349368497177,0.0012151330011,471
470,0.0349368497177,0.0012420990015,481
480,0.0349368497177,0.00127106800119,491
490,0.0349368497177,0.00129988600111,501
500,0.034987850218,0.00132728900098,511
510,0.0354403801668,0.00135407100151,521
520,0.0354403801668,0.0013859360015,531
530,0.0354403801668,0.00141623500167,541
540,0.0354403801668,0.0014446740015,551
550,0.035444184786,0.00147351900068,561
560,0.0360308447535,0.00159484200049,571
570,0.0360308447535,0.0016271580007,581
580,0.0361718093194,0.00165723800092,591
590,0.0365017653984,0.0016873730001,601
600,0.0365017653984,0.00174303699987,611
610,0.0365017653984,0.00177277300008,621
620,0.0365017653984,0.00180459700005,631
630,0.0365017653984,0.00183478199961,641
640,0.0365017653984,0.0018647930001,651
650,0.0366183454014,0.00188882400016,661
660,0.0370533630965,0.00191348200042,671
670,0.037170609613,0.00193741600015,681
680,0.0375407602214,0.00196086100004,691
690,0.038262287485,0.00198468399958,701
700,0.038262287485,0.00200921499982,711
710,0.0383928508736,0.00203324099948,721
720,0.0383928508736,0.00205790499876,731
730,0.0383928508736,0.00208281499908,741
740,0.0387504609981,0.00210547499955,751
750,0.0387504609981,0.0021493159993,761
760,0.0391048541696,0.00217255499865,771
770,0.0391048541696,0.00219748199834,781
780,0.0391048541696,0.00222182699781,791
790,0.0398201498754,0.00224543599779,801
800,0.0398201498754,0.00226977199782,811
810,0.0398201498754,0.00229420599862,821
820,0.0404739646321,0.00231686099869,831
830,0.0404739646321,0.00234163899859,841
840,0.0412355214611,0.00238064099813,851
850,0.0413269619647,0.0024101129975,861
860,0.0413269619647,0.0024432379978,871
870,0.0414430689038,0.00246823499765,881
880,0.0416105869672,0.00249251899822,891
890,0.042453420268,0.00251603299876,901
900,0.0424627742546,0.00254023099842,911
910,0.0424627742546,0.00256538499798,921
920,0.0429041525289,0.00258984399807,931
930,0.0429041525289,0.00261482699807,941
940,0.0432622815829,0.00263791899852,951
950,0.0436361641888,0.00266201799877,961
960,0.0438265581494,0.00268613999924,971
970,0.0438265581494,0.00272352999946,981
980,0.0438265581494,0.00274873799935,991
990,0.0438265581494,0.00277390500014,1001
1000,0.0438265581494,0.00279911800044,1011
