iterations,fitness,time,fevals
0,0.0210771730513,2.08099991141e-05,11
10,0.0213320902944,4.10749989896e-05,21
20,0.0217749066439,5.96669988226e-05,31
30,0.0231239710463,7.76629985921e-05,41
40,0.0233177979703,9.61479981925e-05,51
50,0.0242183631373,0.000114529998427,61
60,0.0251580637194,0.000132739998662,71
70,0.0252842671734,0.000150954998389,81
80,0.0259168330016,0.000169699997969,91
90,0.0265284521991,0.000187710998034,101
100,0.0267026176753,0.00020526499793,111
110,0.0267742414239,0.00022345799789,121
120,0.0274598782483,0.000241398997787,131
130,0.0278211002213,0.000260088997493,141
140,0.0284313764304,0.000305556996864,151
150,0.0296379953675,0.000323244997162,161
160,0.0301348949854,0.00034142399727,171
170,0.0303911819278,0.000359781996849,181
180,0.030882117963,0.000377784996999,191
190,0.031301594327,0.000395556997319,201
200,0.0318752287357,0.000413026997194,211
210,0.0335850071095,0.000430850996963,221
220,0.0335850071095,0.000449812996521,231
230,0.0339633388384,0.00046865299646,241
240,0.0342266653281,0.000486474996251,251
250,0.0342266653281,0.000504400996761,261
260,0.0345048416934,0.000522093996551,271
270,0.0349276918105,0.000540582997019,281
280,0.0349276918105,0.000559216997317,291
290,0.0349276918105,0.000576617997467,301
300,0.0351775804093,0.000600101997406,311
310,0.0351775804093,0.0008046799976,321
320,0.0351775804093,0.00082308799756,331
330,0.0353851321351,0.000840727997456,341
340,0.0353851321351,0.00086029799786,351
350,0.0353851321351,0.000877969998328,361
360,0.0355065898081,0.000895529998161,371
370,0.0355065898081,0.000912946998142,381
380,0.0357666557738,0.000929377998546,391
390,0.0357666557738,0.00094751999859,401
400,0.0360468735656,0.000965379997979,411
410,0.0360468735656,0.000984767997579,421
420,0.0363313345768,0.00101957199786,431
430,0.036813248041,0.00103730399769,441
440,0.0370044581356,0.00105009999697,451
450,0.0376100989139,0.00106630699702,461
460,0.0376100989139,0.00108255599662,471
470,0.0381195152313,0.00109823499679,481
480,0.038202282505,0.00111370899685,491
490,0.0392106025354,0.00112992099639,501
500,0.0392106025354,0.00114532199677,511
510,0.0392106025354,0.00120055399657,521
520,0.0392936026562,0.00121648099685,531
530,0.0400393404286,0.00123218499721,541
540,0.0401289939037,0.00124794499698,551
550,0.0401931809504,0.00126337799702,561
560,0.0401931809504,0.00127910999709,571
570,0.0401931809504,0.00129458399715,581
580,0.0403110681065,0.0013101789973,591
590,0.0405928370389,0.00132640199718,601
600,0.0408169104896,0.00134195999726,611
610,0.0408169104896,0.0014189459971,621
620,0.0408169104896,0.00143800099704,631
630,0.0408169104896,0.00145620299736,641
640,0.0412046941716,0.00147341299726,651
650,0.0412046941716,0.00149058999705,661
660,0.0412628288445,0.00150917199699,671
670,0.0412628288445,0.0015271259972,681
680,0.0416946616687,0.00154517099691,691
690,0.0420022502899,0.00157601699721,701
700,0.0420022502899,0.00159450099727,711
710,0.0420022502899,0.0016120479977,721
720,0.0420022502899,0.00163022799734,731
730,0.0422487075001,0.00164806499743,741
740,0.0422487075001,0.00166603799698,751
750,0.0435897372781,0.00168427499648,761
760,0.0439935648297,0.0017019459965,771
770,0.0439935648297,0.00171972199587,781
780,0.0439935648297,0.00173760399593,791
790,0.0442527213351,0.00175608399604,801
800,0.0453114762353,0.00177488099598,811
810,0.0453114762353,0.00179979899622,821
820,0.0453114762353,0.00181868399613,831
830,0.0453114762353,0.00183750099677,841
840,0.0453114762353,0.00185568499728,851
850,0.0457328723145,0.0018743549972,861
860,0.0457328723145,0.00189279499773,871
870,0.0463725985787,0.0019105609972,881
880,0.0464121697585,0.00192716199763,891
890,0.0467377541611,0.0019436959974,901
900,0.0467377541611,0.00196070699712,911
910,0.0467377541611,0.00197840799774,921
920,0.0467377541611,0.00199587999759,931
930,0.0468037139826,0.00201342299806,941
940,0.0471218793968,0.00203146799777,951
950,0.0471218793968,0.00204882599792,961
960,0.0480031175914,0.00206605499807,971
970,0.0480031175914,0.00208294899767,981
980,0.0489080201101,0.00210089399752,991
990,0.0489080201101,0.00211895399752,1001
1000,0.0489080201101,0.00214050299746,1011
