sample,fitness,time
110,30.49920476,0.001013047
120,32.2377377229,0.000886007
130,29.7969512786,0.000646763
140,36.7714024374,0.000749871
150,42.5602423463,0.001046168
160,44.0582356385,0.000778965
170,43.4550557801,0.002354694
180,47.5763157485,0.001020924
190,53.2714696151,0.001051976
200,52.6378206523,0.001128286
