sample,fitness,time
110,42.5542144444,5.929753597
120,47.6940020935,7.021181669
130,52.1527886437,8.329158505
140,55.2641644,10.03476101
150,57.7443326936,10.79994044
160,66.1558044597,13.070980079
170,63.1030433234,14.747116019
180,69.5371347092,15.989967011
190,70.8974995723,17.2276407
200,79.7427901141,19.025760637
