sample,fitness,time
110,33.1317849568,0.051135184
120,35.9266181617,0.018365369
130,44.5556734737,0.027755753
140,46.1023584234,0.026899379
150,48.321115023,0.030240879
160,52.2158697517,0.063740322
170,51.9196693517,0.021892844
180,53.5030747186,0.022122124
190,58.063293342,0.027975868
200,56.3669385106,0.022864447
