sample,fitness,time
110,30.2369991763,0.00474864
120,29.8817154667,0.003027483
130,29.0099581752,0.001207714
140,36.8163130698,0.00118764
150,37.4019632504,0.000979036
160,41.6093334583,0.000937091
170,41.4529705987,0.001564869
180,48.4935255033,0.000947102
190,46.5370456378,0.000897746
200,46.5702113241,0.000656994
